frame,id,class_id,class_name,team,confidence,x1,y1,x2,y2
4,20,2,Player,,0.6277010440826416,988,344,1005,380
4,21,3,Ref,,,612,142,625,169
4,22,2,Player,,0.5546111464500427,979,346,996,384
5,1,2,Player,,0.4898735284805298,695,354,714,386
5,2,2,Player,,0.7118098139762878,434,543,454,585
5,3,2,Player,,0.7922917008399963,524,303,537,337
5,4,2,Player,,0.7874014973640442,843,415,859,450
5,5,1,Keeper,,0.7236036658287048,127,322,145,362
5,6,2,Player,,0.733303964138031,885,501,900,543
5,7,2,Player,,0.7434136271476746,758,323,770,354
5,8,2,Player,,0.7172661423683167,836,368,849,404
5,9,2,Player,,0.6365645527839661,579,329,594,360
5,10,3,Ref,,0.7228682637214661,735,381,749,413
5,11,2,Player,,0.708903968334198,651,377,665,413
5,12,2,Player,,0.6677858233451843,707,324,721,359
5,13,2,Player,,0.6057928204536438,457,413,473,449
5,14,2,Player,,0.718734085559845,596,201,608,230
5,15,2,Player,,0.7200676798820496,466,485,479,525
5,16,2,Player,,0.7038314938545227,945,485,959,520
5,17,2,Player,,0.7213821411132812,478,344,494,377
5,18,2,Player,,0.6639360785484314,567,245,581,274
5,19,2,Player,,0.6533779501914978,953,299,973,335
5,20,2,Player,,0.6292803883552551,989,344,1006,380
5,21,3,Ref,,,612,142,625,169
5,22,2,Player,,0.5844796299934387,979,347,996,384
6,1,2,Player,,0.6021840572357178,698,353,717,386
6,2,2,Player,,0.6611502766609192,436,542,455,585
6,3,2,Player,,0.7898852825164795,524,303,537,337
6,4,2,Player,,0.7871037125587463,844,416,861,450
6,5,1,Keeper,,0.7181764841079712,127,322,145,362
6,6,2,Player,,0.7316418886184692,885,502,899,544
6,7,2,Player,,0.7489969730377197,758,323,770,354
6,8,2,Player,,0.7176654934883118,836,368,848,403
6,9,2,Player,,0.6255906224250793,580,329,595,359
6,10,3,Ref,,0.7341657280921936,735,381,748,413
6,11,2,Player,,0.7021290063858032,650,377,664,414
6,12,2,Player,,0.6799801588058472,707,325,720,359
6,13,2,Player,,0.6319090723991394,455,414,471,449
6,14,2,Player,,0.717228353023529,596,201,608,230
6,15,2,Player,,0.7255913019180298,466,486,479,525
6,16,2,Player,,0.7172160148620605,944,487,957,520
6,17,2,Player,,0.7314733266830444,477,344,493,377
6,18,2,Player,,0.6688866019248962,567,245,581,274
6,19,2,Player,,0.7161980271339417,955,299,974,335
6,20,2,Player,,0.6463912725448608,989,345,1006,381
6,21,3,Ref,,,612,141,625,169
6,22,2,Player,,0.5631538033485413,980,347,996,383
7,1,2,Player,,0.4237082302570343,700,353,719,386
7,2,2,Player,,0.6164470911026001,438,540,458,584
7,3,2,Player,,0.7879927158355713,523,303,537,337
7,4,2,Player,,0.771393358707428,846,416,863,452
7,5,1,Keeper,,0.71613609790802,127,322,145,362
7,6,2,Player,,0.7217850089073181,884,503,899,545
7,7,2,Player,,0.7445486783981323,758,322,770,354
7,8,2,Player,,0.7185174822807312,835,368,848,404
7,9,2,Player,,0.5857170820236206,582,330,597,359
7,10,3,Ref,,0.7346788048744202,735,381,748,414
7,11,2,Player,,0.687901496887207,650,378,664,414
7,12,2,Player,,0.5916938185691833,707,324,721,360
7,13,2,Player,,0.6542601585388184,453,414,469,449
7,14,2,Player,,0.7214820981025696,596,201,608,230
7,15,2,Player,,0.7273264527320862,465,486,479,525
7,16,2,Player,,0.7383602261543274,943,488,956,520
7,17,2,Player,,0.7297801375389099,477,344,492,377
7,18,2,Player,,0.6847301125526428,567,245,581,274
7,19,2,Player,,0.7683032155036926,956,299,975,335
7,20,2,Player,,0.642655074596405,990,346,1007,382
7,21,3,Ref,,,612,141,625,168
7,22,2,Player,,0.5489240288734436,980,347,997,383
8,1,2,Player,,0.46664154529571533,701,353,720,386
8,2,2,Player,,0.7355720400810242,440,538,459,583
8,3,2,Player,,0.7857614159584045,523,303,536,337
8,4,2,Player,,0.7536024451255798,848,417,865,452
8,5,1,Keeper,,0.7228280901908875,127,322,145,362
8,6,2,Player,,0.714583694934845,884,503,898,545
8,7,2,Player,,0.753336489200592,758,322,770,354
8,8,2,Player,,0.7113186717033386,835,368,848,404
8,9,2,Player,,0.6034145355224609,584,331,599,360
8,10,3,Ref,,0.7323852181434631,734,381,748,414
8,11,2,Player,,0.6781821250915527,649,378,663,414
8,12,2,Player,,0.5998348593711853,706,325,720,360
8,13,2,Player,,0.6684733629226685,452,414,467,449
8,14,2,Player,,0.7269504070281982,596,201,608,231
8,15,2,Player,,0.7225955724716187,465,486,478,525
8,16,2,Player,,0.7560730576515198,942,487,956,521
8,17,2,Player,,0.7318229675292969,476,343,492,377
8,18,2,Player,,0.7278951406478882,567,244,581,274
8,19,2,Player,,0.7611114382743835,957,298,976,335
8,20,2,Player,,0.6621246337890625,990,346,1007,382
8,21,3,Ref,,,612,141,625,168
8,22,2,Player,,0.5895304679870605,980,347,996,383
9,1,2,Player,,0.511252224445343,703,355,720,386
9,2,2,Player,,0.7481788992881775,442,538,461,581
9,3,2,Player,,0.7762967944145203,523,303,536,336
9,4,2,Player,,0.7576685547828674,849,418,866,451
9,5,1,Keeper,,0.7228121757507324,127,322,145,362
9,6,2,Player,,0.7158331274986267,883,503,897,545
9,7,2,Player,,0.763601541519165,758,322,770,353
9,8,2,Player,,0.7131854295730591,835,368,848,403
9,9,2,Player,,0.6747934222221375,586,331,601,361
9,10,3,Ref,,0.738713264465332,734,381,748,414
9,11,2,Player,,0.6760678291320801,648,378,662,415
9,12,2,Player,,0.655589759349823,706,325,719,360
9,13,2,Player,,0.7226594686508179,450,414,466,448
9,14,2,Player,,0.7240633368492126,596,201,608,231
9,15,2,Player,,0.7164992094039917,465,486,478,525
9,16,2,Player,,0.7743678689002991,940,487,954,522
9,17,2,Player,,0.7327663898468018,476,343,491,376
9,18,2,Player,,0.7307794094085693,567,244,581,273
9,19,2,Player,,0.7587547898292542,958,298,977,335
9,20,2,Player,,0.6646420359611511,991,346,1008,382
9,21,3,Ref,,,612,141,625,168
9,22,2,Player,,0.5904061198234558,980,347,996,383
10,1,2,Player,,0.5148674249649048,703,355,721,386
10,2,2,Player,,0.7435663938522339,443,537,461,580
10,3,2,Player,,0.7759498357772827,522,303,536,337
10,4,2,Player,,0.7566127777099609,850,418,866,451
10,5,1,Keeper,,0.7205294370651245,127,322,145,362
10,6,2,Player,,0.7152840495109558,883,503,897,545
10,7,2,Player,,0.7637282609939575,758,321,770,353
10,8,2,Player,,0.7117796540260315,835,368,847,403
10,9,2,Player,,0.6742745637893677,587,331,601,361
10,10,3,Ref,,0.7374423742294312,734,381,747,414
10,11,2,Player,,0.6764715313911438,648,378,662,415
10,12,2,Player,,0.6519449353218079,706,325,719,360
10,13,2,Player,,0.7222084999084473,450,414,466,448
10,14,2,Player,,0.7242754697799683,596,202,608,231
10,15,2,Player,,0.7169083952903748,465,486,478,525
10,16,2,Player,,0.7763358950614929,939,486,954,522
10,17,2,Player,,0.7306976318359375,476,343,491,376
10,18,2,Player,,0.732483446598053,567,243,581,273
10,19,2,Player,,0.7589537501335144,958,298,977,335
10,20,2,Player,,0.6638831496238708,991,346,1008,382
10,21,3,Ref,,,612,140,625,168
10,22,2,Player,,0.5888542532920837,980,347,996,383
11,1,2,Player,,0.5912440419197083,705,357,722,385
11,2,2,Player,,0.7529802322387695,445,537,464,580
11,3,2,Player,,0.7004750967025757,521,303,535,337
11,4,2,Player,,0.7319616079330444,852,419,869,452
11,5,1,Keeper,,0.7283834218978882,127,321,145,361
11,6,2,Player,,0.7197408676147461,881,503,896,544
11,7,2,Player,,0.7689011693000793,757,321,770,352
11,8,2,Player,,0.7123028635978699,834,368,847,403
11,9,2,Player,,0.6770731806755066,588,330,603,360
11,10,3,Ref,,0.7353521585464478,733,382,746,415
11,11,2,Player,,0.6847065687179565,646,378,661,415
11,12,2,Player,,0.6561075448989868,705,324,719,361
11,13,2,Player,,0.7603084444999695,447,413,464,448
11,14,2,Player,,0.7151853442192078,596,201,608,230
11,15,2,Player,,0.7234413623809814,463,484,477,524
11,16,2,Player,,0.6777322292327881,936,487,952,524
11,17,2,Player,,0.7002207636833191,474,343,489,375
11,18,2,Player,,0.7738562822341919,566,243,580,273
11,19,2,Player,,0.7595651745796204,959,298,977,334
11,20,2,Player,,0.6848492622375488,992,346,1008,382
11,21,3,Ref,,,611,140,624,168
11,22,2,Player,,0.5993589162826538,979,346,996,382
12,1,2,Player,,0.7028966546058655,707,359,723,385
12,2,2,Player,,0.7699031829833984,447,536,465,579
12,3,2,Player,,0.7093191146850586,521,302,535,337
12,4,2,Player,,0.7061686515808105,854,419,870,452
12,5,1,Keeper,,0.7360021471977234,127,321,145,360
12,6,2,Player,,0.7306396961212158,880,503,894,544
12,7,2,Player,,0.7790482044219971,757,321,769,353
12,8,2,Player,,0.7219557762145996,833,368,846,403
12,9,2,Player,,0.7126634120941162,588,330,603,360
12,10,3,Ref,,0.732329785823822,732,382,745,415
12,11,2,Player,,0.6913055181503296,645,378,660,415
12,12,2,Player,,0.7557295560836792,704,324,718,361
12,13,2,Player,,0.7938922047615051,446,413,463,448
12,14,2,Player,,0.7117262482643127,595,200,607,230
12,15,2,Player,,0.6900597810745239,461,480,476,524
12,16,2,Player,,0.7104753255844116,934,488,950,527
12,17,2,Player,,0.6055278778076172,473,343,488,376
12,18,2,Player,,0.7853716015815735,566,243,580,273
12,19,2,Player,,0.7644509673118591,959,298,977,334
12,20,2,Player,,0.6955450177192688,992,346,1009,382
12,21,3,Ref,,,611,140,624,167
12,22,2,Player,,0.6103290915489197,979,345,995,381
13,1,2,Player,,0.6424558758735657,708,358,725,384
13,2,2,Player,,0.7827315330505371,448,536,466,579
13,3,2,Player,,0.706389844417572,520,302,535,337
13,4,2,Player,,0.647744357585907,856,420,872,452
13,5,1,Keeper,,0.7340306639671326,127,320,145,360
13,6,2,Player,,0.713403046131134,880,503,894,543
13,7,2,Player,,0.7763863801956177,757,321,769,353
13,8,2,Player,,0.7391869425773621,833,369,845,404
13,9,2,Player,,0.669640302658081,590,330,605,360
13,10,3,Ref,,0.7224445939064026,731,382,745,415
13,11,2,Player,,0.6952752470970154,644,378,659,415
13,12,2,Player,,0.7530045509338379,703,325,717,360
13,13,2,Player,,0.7945438623428345,445,413,462,448
13,14,2,Player,,0.7061623334884644,595,200,607,229
13,15,2,Player,,0.7472378611564636,459,479,475,523
13,16,2,Player,,0.7025288939476013,932,489,948,528
13,17,2,Player,,0.7126325368881226,471,343,487,376
13,18,2,Player,,0.7786391377449036,565,242,579,273
13,19,2,Player,,0.7685396075248718,959,298,978,335
13,20,2,Player,,0.696334958076477,993,346,1009,381
13,21,3,Ref,,,611,140,624,167
13,22,2,Player,,0.6288782358169556,979,345,995,381
14,1,2,Player,,0.6865991950035095,710,355,729,384
14,2,2,Player,,0.7815793752670288,449,536,467,579
14,3,2,Player,,0.7082014083862305,520,302,534,337
14,4,2,Player,,0.7424009442329407,858,419,874,452
14,5,1,Keeper,,0.7259515523910522,127,320,145,360
14,6,2,Player,,0.7212995290756226,879,503,893,543
14,7,2,Player,,0.7797627449035645,756,321,769,353
14,8,2,Player,,0.7427409887313843,832,369,845,404
14,9,2,Player,,0.6911804676055908,591,330,606,360
14,10,3,Ref,,0.6879540681838989,731,382,744,416
14,11,2,Player,,0.7193976640701294,643,378,658,415
14,12,2,Player,,0.7515604496002197,703,325,717,360
14,13,2,Player,,0.785287082195282,443,413,461,449
14,14,2,Player,,0.7192726135253906,595,200,607,229
14,15,2,Player,,0.6353702545166016,457,477,473,522
14,16,2,Player,,0.7064242362976074,931,491,947,529
14,17,2,Player,,0.7420259118080139,471,343,486,376
14,18,2,Player,,0.7835529446601868,565,242,579,272
14,19,2,Player,,0.7723947167396545,960,298,978,335
14,20,2,Player,,0.7133908867835999,993,346,1009,381
14,21,3,Ref,,,611,139,624,167
14,22,2,Player,,0.6292240023612976,979,345,995,381
15,1,2,Player,,0.7530422210693359,713,353,732,383
15,2,2,Player,,0.7695041298866272,451,536,468,578
15,3,2,Player,,0.7041058540344238,520,302,534,336
15,4,2,Player,,0.767505407333374,858,419,875,453
15,5,1,Keeper,,0.737410843372345,127,320,145,359
15,6,2,Player,,0.7285244464874268,878,503,892,544
15,7,2,Player,,0.7738664150238037,756,321,769,352
15,8,2,Player,,0.7505539059638977,831,369,845,404
15,9,2,Player,,0.7180261611938477,593,330,608,361
15,10,3,Ref,,0.6485403180122375,731,382,744,415
15,11,2,Player,,0.7353757619857788,642,377,657,415
15,12,2,Player,,0.7491952180862427,702,325,716,360
15,13,2,Player,,0.7779300808906555,442,413,460,449
15,14,2,Player,,0.7289015054702759,595,200,607,229
15,15,2,Player,,0.6437926292419434,456,477,472,521
15,16,2,Player,,0.7251723408699036,930,491,946,529
15,17,2,Player,,0.7611250877380371,470,343,485,376
15,18,2,Player,,0.786703884601593,565,241,579,272
15,19,2,Player,,0.7772075533866882,961,298,979,335
15,20,2,Player,,0.7289454936981201,993,345,1010,382
15,21,3,Ref,,,611,139,624,167
15,22,2,Player,,0.6255826354026794,979,344,995,380
16,1,2,Player,,0.7683257460594177,715,352,735,382
16,2,2,Player,,0.7493301033973694,453,536,470,578
16,3,2,Player,,0.714971661567688,519,301,534,336
16,4,2,Player,,0.7918874025344849,859,418,877,453
16,5,1,Keeper,,0.7437361478805542,127,319,145,358
16,6,2,Player,,0.7424020171165466,878,503,892,543
16,7,2,Player,,0.7766738533973694,756,320,768,352
16,8,2,Player,,0.7593798041343689,831,369,844,404
16,9,2,Player,,0.7354366183280945,593,330,609,361
16,10,3,Ref,,0.5632291436195374,730,381,744,415
16,11,2,Player,,0.7364450693130493,642,377,656,414
16,12,2,Player,,0.7452442646026611,702,325,716,360
16,13,2,Player,,0.7716616988182068,440,413,459,448
16,14,2,Player,,0.731840193271637,595,200,607,229
16,15,2,Player,,0.6268923282623291,456,477,471,519
16,16,2,Player,,0.7360873818397522,929,491,945,529
16,17,2,Player,,0.7630270719528198,469,342,484,376
16,18,2,Player,,0.7823705077171326,565,241,579,271
16,19,2,Player,,0.7629897594451904,962,297,981,335
16,20,2,Player,,0.7355400919914246,994,345,1010,381
16,21,3,Ref,,,611,139,624,166
16,22,2,Player,,0.6339935064315796,979,343,994,379
17,1,2,Player,,0.7660596966743469,718,351,738,383
17,2,2,Player,,0.7134513258934021,454,535,472,577
17,3,2,Player,,0.7675402760505676,518,300,533,335
17,4,2,Player,,0.8068495988845825,859,418,878,455
17,5,1,Keeper,,0.7477211952209473,128,319,146,357
17,6,2,Player,,0.7606375217437744,877,503,891,543
17,7,2,Player,,0.778719961643219,755,320,768,352
17,8,2,Player,,0.7651354074478149,831,369,844,405
17,9,2,Player,,0.7549169659614563,594,330,609,360
17,10,3,Ref,,0.5197272300720215,728,380,742,415
17,11,2,Player,,0.7550204396247864,641,377,656,414
17,12,2,Player,,0.7445880770683289,701,324,715,359
17,13,2,Player,,0.6760691404342651,438,412,457,448
17,14,2,Player,,0.7317408919334412,595,200,607,229
17,15,2,Player,,0.6658732891082764,455,476,470,517
17,16,2,Player,,0.7459874749183655,928,490,944,527
17,17,2,Player,,0.7668125629425049,468,342,484,376
17,18,2,Player,,0.7744656205177307,565,240,578,270
17,19,2,Player,,0.6403951644897461,962,296,982,335
17,20,2,Player,,0.7596761584281921,995,344,1011,380
17,21,3,Ref,,,611,139,624,166
17,22,2,Player,,0.6230118870735168,979,343,993,377
18,1,2,Player,,0.76759272813797,719,351,739,383
18,2,2,Player,,0.7109467387199402,455,535,473,577
18,3,2,Player,,0.7708320021629333,518,300,533,335
18,4,2,Player,,0.8074960112571716,859,418,878,455
18,5,1,Keeper,,0.7470424175262451,128,319,146,357
18,6,2,Player,,0.7622765302658081,876,503,890,544
18,7,2,Player,,0.7775448560714722,755,320,768,352
18,8,2,Player,,0.7661912441253662,831,369,844,405
18,9,2,Player,,0.7552673816680908,594,330,610,360
18,10,3,Ref,,0.5228904485702515,728,380,743,415
18,11,2,Player,,0.7554168701171875,641,377,655,414
18,12,2,Player,,0.7427271008491516,701,324,714,358
18,13,2,Player,,0.6748666763305664,437,411,456,448
18,14,2,Player,,0.7320914268493652,595,200,607,229
18,15,2,Player,,0.6666853427886963,455,476,470,516
18,16,2,Player,,0.7466087937355042,928,489,944,527
18,17,2,Player,,0.762852668762207,468,341,483,376
18,18,2,Player,,0.774268388748169,565,239,578,270
18,19,2,Player,,0.636134147644043,963,295,982,334
18,20,2,Player,,0.7603365182876587,995,344,1011,380
18,21,3,Ref,,,611,138,624,166
18,22,2,Player,,0.6228793859481812,979,343,993,376
19,1,2,Player,,0.7380357980728149,721,350,742,383
19,2,2,Player,,0.7103766798973083,456,533,473,574
19,3,2,Player,,0.7432932257652283,517,299,532,335
19,4,2,Player,,0.8123087882995605,861,418,880,454
19,5,1,Keeper,,0.7691699266433716,128,319,147,357
19,6,2,Player,,0.7714502215385437,875,503,889,544
19,7,2,Player,,0.7783522605895996,754,319,767,352
19,8,2,Player,,0.7684181928634644,830,369,844,404
19,9,2,Player,,0.7236577272415161,596,331,612,360
19,10,3,Ref,,0.5323400497436523,728,379,742,415
19,11,2,Player,,0.7691014409065247,640,377,655,414
19,12,2,Player,,0.7210178971290588,701,324,714,358
19,13,2,Player,,0.7286428213119507,435,411,453,447
19,14,2,Player,,0.7247553467750549,595,200,608,230
19,15,2,Player,,0.7053025960922241,454,476,469,515
19,16,2,Player,,0.7198219895362854,927,489,943,529
19,17,2,Player,,0.7575633525848389,467,341,483,375
19,18,2,Player,,0.7633454203605652,565,239,578,269
19,19,2,Player,,0.41594552993774414,968,297,986,335
19,20,2,Player,,0.7815936207771301,996,344,1012,380
19,21,3,Ref,,,611,138,624,166
19,22,2,Player,,0.6276289820671082,978,342,992,375
20,1,2,Player,,0.7337566614151001,723,349,743,383
20,2,2,Player,Team A,0.7156058549880981,457,531,474,572
20,3,2,Player,Team B,0.7366982698440552,517,299,532,334
20,4,2,Player,Team A,0.8120457530021667,862,419,881,454
20,5,1,Keeper,,0.7623074650764465,129,321,147,357
20,6,2,Player,Team B,0.7666379809379578,874,503,889,544
20,7,2,Player,,0.7733811736106873,754,319,767,352
20,8,2,Player,Team A,0.7663098573684692,830,369,843,405
20,9,2,Player,,0.63239586353302,600,331,615,360
20,10,3,Ref,,0.5692819952964783,728,379,743,415
20,11,2,Player,Team B,0.7647150754928589,640,378,655,415
20,12,2,Player,,0.7248982191085815,700,323,713,357
20,13,2,Player,Team B,0.7075988054275513,433,411,451,447
20,14,2,Player,,0.7200239896774292,596,200,608,230
20,15,2,Player,Team B,0.7064885497093201,454,477,468,514
20,16,2,Player,Team A,0.7297345399856567,926,490,943,529
20,17,2,Player,Team B,0.7218261361122131,466,341,482,375
20,18,2,Player,Team B,0.7637702822685242,565,238,578,269
20,19,2,Player,Team B,0.6937984824180603,965,296,983,333
20,20,2,Player,Team A,0.7797183990478516,996,345,1012,381
20,21,3,Ref,,,611,138,624,166
20,22,2,Player,Team B,0.6158238649368286,979,342,992,374
21,1,2,Player,,0.6249005198478699,726,350,745,383
21,2,2,Player,Team A,0.7670873403549194,457,530,475,571
21,3,2,Player,Team B,0.738418459892273,517,299,532,335
21,4,2,Player,Team A,0.797378659248352,864,421,883,457
21,5,1,Keeper,,0.746833860874176,130,322,148,357
21,6,2,Player,Team B,0.7460886836051941,874,504,889,544
21,7,2,Player,,0.7612662315368652,754,319,767,353
21,8,2,Player,Team A,0.7668818831443787,830,369,843,405
21,9,2,Player,,0.7180279493331909,602,330,617,360
21,10,3,Ref,,0.6232516765594482,728,380,744,416
21,11,2,Player,Team B,0.7684328556060791,639,379,654,415
21,12,2,Player,,0.7329689264297485,700,323,713,357
21,13,2,Player,Team B,0.6970272064208984,432,411,450,447
21,14,2,Player,,0.723183274269104,596,200,609,230
21,15,2,Player,Team B,0.7034792304039001,453,477,468,514
21,16,2,Player,Team A,0.720460832118988,926,492,942,532
21,17,2,Player,Team B,0.7073676586151123,466,341,481,375
21,18,2,Player,Team B,0.764021098613739,565,238,578,269
21,19,2,Player,Team B,0.6825073957443237,964,296,981,333
21,20,2,Player,Team A,0.778160572052002,997,345,1013,382
21,21,3,Ref,,,611,138,624,165
21,22,2,Player,Team B,0.61857670545578,979,342,992,374
22,1,2,Player,,0.7561817765235901,728,350,748,384
22,2,2,Player,Team A,0.7708033919334412,458,529,475,569
22,3,2,Player,Team B,0.7302150726318359,517,299,531,335
22,4,2,Player,Team A,0.7918224334716797,866,423,886,458
22,5,1,Keeper,,0.7354056239128113,130,324,148,358
22,6,2,Player,Team B,0.7450851798057556,874,505,889,545
22,7,2,Player,,0.7428522706031799,754,320,767,353
22,8,2,Player,Team A,0.7667673230171204,830,369,843,405
22,9,2,Player,,0.748532772064209,603,330,620,361
22,10,3,Ref,,0.6277272701263428,729,381,744,417
22,11,2,Player,Team B,0.7702088356018066,639,379,654,416
22,12,2,Player,,0.7528412342071533,700,324,713,358
22,13,2,Player,Team B,0.6953465342521667,431,411,449,448
22,14,2,Player,,0.7286330461502075,597,200,609,230
22,15,2,Player,Team B,0.7189656496047974,453,477,468,514
22,16,2,Player,Team A,0.7334969639778137,925,493,942,533
22,17,2,Player,Team B,0.7054791450500488,465,341,480,375
22,18,2,Player,Team B,0.7614336609840393,565,238,578,269
22,19,2,Player,Team B,0.6568273901939392,964,296,981,332
22,20,2,Player,Team A,0.7681810855865479,997,346,1013,382
22,21,3,Ref,,,610,137,624,165
22,22,2,Player,Team B,0.6165940761566162,978,341,992,374
22,24,2,Player,,0.4957599341869354,978,298,991,338
23,1,2,Player,,0.7756014466285706,730,350,750,384
23,2,2,Player,Team A,0.759339451789856,459,528,476,568
23,3,2,Player,Team B,0.7293111085891724,517,299,531,335
23,4,2,Player,Team A,0.7338604927062988,867,423,888,459
23,5,1,Keeper,,0.7158673405647278,129,326,148,359
23,6,2,Player,Team B,0.73519366979599,873,505,889,546
23,7,2,Player,,0.7359158992767334,754,320,767,352
23,8,2,Player,Team A,0.766045868396759,830,370,843,405
23,9,2,Player,,0.7283062934875488,605,329,621,361
23,10,3,Ref,,0.6293764114379883,729,382,744,418
23,11,2,Player,Team B,0.7664685249328613,639,380,654,416
23,12,2,Player,,0.7538703680038452,700,324,713,358
23,13,2,Player,Team B,0.701220691204071,430,411,447,449
23,14,2,Player,,0.7364392876625061,597,200,610,230
23,15,2,Player,Team B,0.7352044582366943,452,477,467,514
23,16,2,Player,Team A,0.7365689277648926,925,495,941,534
23,17,2,Player,Team B,0.7155506610870361,465,340,480,375
23,18,2,Player,Team B,0.7638441920280457,565,238,578,269
23,19,2,Player,Team B,0.6430623531341553,965,296,982,332
23,20,2,Player,Team A,0.7632580995559692,998,346,1014,383
23,21,3,Ref,,,610,137,624,165
23,22,2,Player,Team B,0.6214970946311951,978,341,992,374
23,24,2,Player,,0.521165132522583,979,299,992,339
24,1,2,Player,,0.7650406360626221,733,350,752,384
24,2,2,Player,Team A,0.73963862657547,460,527,477,568
24,3,2,Player,Team B,0.7269439697265625,517,299,531,335
24,4,2,Player,Team A,0.7624619603157043,872,424,891,459
24,5,1,Keeper,,0.700169563293457,129,327,148,359
24,6,2,Player,Team B,0.700823962688446,873,505,888,546
24,7,2,Player,,0.7283369898796082,754,320,767,353
24,8,2,Player,Team A,0.7689419984817505,830,370,843,405
24,9,2,Player,,0.7060410976409912,607,329,623,361
24,10,3,Ref,,0.6502223610877991,729,383,744,419
24,11,2,Player,Team B,0.7637060284614563,638,380,654,416
24,12,2,Player,,0.7522563338279724,700,324,712,358
24,13,2,Player,Team B,0.6884143352508545,430,412,446,449
24,14,2,Player,,0.7434847354888916,598,200,610,229
24,15,2,Player,Team B,0.7437828779220581,452,477,467,514
24,16,2,Player,Team A,0.7418243288993835,925,496,940,535
24,17,2,Player,Team B,0.7171322107315063,464,340,479,375
24,18,2,Player,Team B,0.7566882371902466,565,237,578,268
24,19,2,Player,Team B,0.6126266717910767,966,296,983,332
24,20,2,Player,Team A,0.7331877946853638,998,346,1015,384
24,21,3,Ref,,,610,137,624,165
24,22,2,Player,Team B,0.6539567708969116,978,341,992,375
24,24,2,Player,,0.499674528837204,981,298,993,335
25,1,2,Player,,0.7355731725692749,736,351,754,383
25,2,2,Player,Team A,0.7239718437194824,461,526,478,568
25,3,2,Player,Team B,0.7267781496047974,516,300,531,335
25,4,2,Player,Team A,0.7343935370445251,875,424,894,458
25,5,1,Keeper,,0.7038142085075378,128,329,147,360
